,score
1500,18.0
1501,14.0
1502,12.0
1503,19.0
1504,14.0
1505,9.0
1506,7.0
1507,14.0
1508,14.0
1509,16.0
1510,15.0
1511,14.0
1512,21.0
1513,11.0
1514,13.0
1515,15.0
1516,12.0
1517,23.0
1518,18.0
1519,17.0
1520,14.0
1521,14.0
1522,18.0
1523,14.0
1524,19.0
1525,11.0
1526,21.0
1527,16.0
1528,15.0
1529,12.0
1530,13.0
1531,20.0
1532,8.0
1533,11.0
1534,13.0
1535,8.0
1536,11.0
1537,21.0
1538,17.0
1539,16.0
1540,10.0
1541,18.0
1542,12.0
1543,9.0
1544,16.0
1545,11.0
1546,7.0
1547,19.0
1548,1.0
1549,20.0
1550,13.0
1551,13.0
1552,13.0
1553,16.0
1554,17.0
1555,17.0
1556,15.0
1557,13.0
1558,8.0
1559,9.0
1560,7.0
1561,13.0
1562,15.0
1563,17.0
1564,13.0
1565,11.0
1566,12.0
1567,21.0
1568,12.0
1569,15.0
1570,16.0
1571,9.0
1572,12.0
1573,14.0
1574,13.0
1575,18.0
1576,8.0
1577,16.0
1578,16.0
1579,19.0
1580,21.0
1581,17.0
1582,15.0
1583,16.0
1584,19.0
1585,16.0
1586,21.0
1587,16.0
1588,12.0
1589,18.0
1590,20.0
1591,18.0
1592,21.0
1593,7.0
1594,9.0
1595,21.0
1596,16.0
1597,17.0
1598,17.0
1599,20.0
1600,19.0
1601,17.0
1602,16.0
1603,19.0
1604,20.0
1605,19.0
1606,7.0
1607,15.0
1608,13.0
1609,7.0
1610,13.0
1611,17.0
1612,18.0
1613,13.0
1614,14.0
1615,10.0
1616,13.0
1617,19.0
1618,10.0
1619,15.0
1620,16.0
1621,13.0
1622,19.0
1623,13.0
1624,20.0
1625,0.0
1626,16.0
1627,15.0
1628,16.0
1629,21.0
1630,11.0
1631,18.0
1632,14.0
1633,18.0
1634,16.0
1635,19.0
1636,18.0
1637,20.0
1638,18.0
1639,15.0
1640,16.0
1641,9.0
1642,17.0
1643,22.0
1644,10.0
1645,19.0
1646,12.0
1647,20.0
1648,21.0
1649,16.0
1650,21.0
1651,18.0
1652,15.0
1653,21.0
1654,15.0
1655,18.0
1656,21.0
1657,13.0
1658,15.0
1659,13.0
1660,19.0
1661,19.0
1662,11.0
1663,19.0
1664,14.0
1665,17.0
1666,18.0
1667,15.0
1668,10.0
1669,14.0
1670,11.0
1671,15.0
1672,18.0
1673,10.0
1674,12.0
1675,16.0
1676,17.0
1677,18.0
1678,15.0
1679,13.0
1680,15.0
1681,11.0
1682,16.0
1683,17.0
1684,13.0
1685,21.0
1686,15.0
1687,10.0
1688,18.0
1689,20.0
1690,12.0
1691,16.0
1692,14.0
1693,17.0
1694,17.0
1695,16.0
1696,15.0
1697,19.0
1698,14.0
1699,16.0
1700,13.0
1701,16.0
1702,12.0
1703,14.0
1704,14.0
1705,17.0
1706,18.0
1707,16.0
1708,16.0
1709,13.0
1710,17.0
1711,20.0
1712,17.0
1713,17.0
1714,23.0
1715,21.0
1716,16.0
1717,22.0
1718,15.0
1719,18.0
1720,17.0
1721,18.0
1722,11.0
1723,17.0
1724,17.0
1725,18.0
1726,17.0
1727,21.0
1728,17.0
1729,13.0
1730,13.0
1731,14.0
1732,16.0
1733,17.0
1734,15.0
1735,15.0
1736,21.0
1737,16.0
1738,15.0
1739,16.0
1740,15.0
1741,16.0
1742,16.0
1743,19.0
1744,18.0
1745,12.0
1746,21.0
1747,19.0
1748,17.0
1749,12.0
1750,16.0
1751,24.0
1752,19.0
1753,12.0
1754,11.0
1755,19.0
1756,17.0
1757,15.0
1758,17.0
1759,15.0
1760,19.0
1761,12.0
1762,14.0
1763,15.0
1764,12.0
1765,14.0
1766,18.0
1767,13.0
1768,18.0
1769,18.0
1770,17.0
1771,13.0
1772,17.0
1773,18.0
1774,9.0
1775,16.0
1776,18.0
1777,17.0
1778,14.0
1779,13.0
1780,15.0
1781,16.0
1782,15.0
1783,12.0
1784,18.0
1785,10.0
1786,18.0
1787,19.0
1788,17.0
1789,14.0
1790,14.0
1791,12.0
1792,11.0
1793,15.0
1794,21.0
1795,15.0
1796,16.0
1797,10.0
1798,13.0
1799,13.0
1800,16.0
1801,12.0
1802,14.0
1803,17.0
1804,13.0
1805,14.0
1806,20.0
1807,21.0
1808,22.0
1809,6.0
1810,12.0
1811,14.0
1812,14.0
1813,17.0
1814,17.0
1815,6.0
1816,16.0
1817,22.0
1818,12.0
1819,11.0
1820,9.0
1821,18.0
1822,19.0
1823,18.0
1824,18.0
1825,18.0
1826,9.0
1827,14.0
1828,18.0
1829,17.0
1830,16.0
1831,16.0
1832,17.0
1833,18.0
1834,19.0
1835,19.0
1836,10.0
1837,16.0
1838,8.0
1839,6.0
1840,11.0
1841,7.0
1842,8.0
1843,14.0
1844,14.0
1845,18.0
1846,10.0
1847,15.0
1848,3.0
1849,5.0
1850,12.0
1851,19.0
1852,12.0
1853,13.0
1854,9.0
1855,19.0
1856,14.0
1857,17.0
1858,10.0
1859,20.0
1860,18.0
1861,20.0
1862,17.0
1863,13.0
1864,13.0
1865,12.0
1866,14.0
1867,19.0
1868,21.0
1869,9.0
1870,12.0
1871,14.0
1872,19.0
1873,14.0
1874,14.0
1875,16.0
1876,25.0
1877,9.0
1878,20.0
1879,13.0
1880,21.0
1881,16.0
1882,15.0
1883,16.0
1884,15.0
1885,17.0
1886,22.0
1887,10.0
1888,16.0
1889,14.0
1890,11.0
1891,17.0
1892,13.0
1893,16.0
1894,7.0
1895,21.0
1896,16.0
1897,16.0
1898,18.0
1899,8.0
1900,12.0
1901,13.0
1902,18.0
1903,16.0
1904,19.0
1905,11.0
1906,14.0
1907,17.0
1908,16.0
1909,2.0
1910,9.0
1911,8.0
1912,19.0
1913,15.0
1914,15.0
1915,14.0
1916,15.0
1917,21.0
1918,16.0
1919,11.0
1920,13.0
1921,13.0
1922,17.0
1923,11.0
1924,13.0
1925,10.0
1926,11.0
1927,16.0
1928,15.0
1929,13.0
1930,12.0
1931,13.0
1932,14.0
1933,13.0
1934,12.0
1935,19.0
1936,20.0
1937,18.0
1938,20.0
1939,16.0
1940,16.0
1941,15.0
1942,11.0
1943,16.0
1944,15.0
1945,21.0
1946,20.0
1947,18.0
1948,21.0
1949,12.0
1950,13.0
1951,15.0
1952,17.0
1953,20.0
1954,18.0
1955,15.0
1956,22.0
1957,14.0
1958,19.0
1959,16.0
1960,17.0
1961,13.0
1962,15.0
1963,20.0
1964,7.0
1965,13.0
1966,18.0
1967,13.0
1968,18.0
1969,20.0
1970,14.0
1971,15.0
1972,15.0
1973,17.0
1974,10.0
1975,9.0
1976,18.0
1977,14.0
1978,15.0
1979,7.0
1980,13.0
1981,12.0
1982,8.0
1983,18.0
1984,14.0
1985,11.0
1986,16.0
1987,16.0
1988,17.0
1989,19.0
1990,8.0
1991,13.0
1992,23.0
1993,16.0
1994,19.0
1995,17.0
1996,13.0
1997,20.0
1998,14.0
1999,22.0
2000,17.0
2001,9.0
2002,15.0
2003,9.0
2004,9.0
2005,17.0
2006,14.0
2007,13.0
2008,13.0
2009,11.0
2010,18.0
2011,11.0
2012,15.0
2013,15.0
2014,11.0
2015,14.0
2016,14.0
2017,18.0
2018,18.0
2019,16.0
2020,15.0
2021,20.0
2022,21.0
2023,17.0
2024,18.0
2025,16.0
2026,10.0
2027,21.0
2028,16.0
2029,20.0
2030,11.0
2031,16.0
2032,16.0
2033,14.0
2034,16.0
2035,11.0
2036,14.0
2037,8.0
2038,14.0
2039,1.0
2040,9.0
2041,14.0
2042,11.0
2043,13.0
2044,20.0
2045,14.0
2046,18.0
2047,11.0
2048,17.0
2049,22.0
2050,22.0
2051,17.0
2052,14.0
2053,10.0
2054,18.0
2055,4.0
2056,13.0
2057,14.0
2058,12.0
2059,18.0
2060,13.0
2061,16.0
2062,16.0
2063,15.0
2064,13.0
2065,18.0
2066,16.0
2067,18.0
2068,14.0
2069,15.0
2070,14.0
2071,16.0
2072,17.0
2073,16.0
2074,20.0
2075,14.0
2076,10.0
2077,13.0
2078,19.0
2079,13.0
2080,14.0
2081,14.0
2082,17.0
2083,12.0
2084,13.0
2085,16.0
2086,16.0
2087,16.0
2088,18.0
2089,16.0
2090,16.0
2091,15.0
2092,17.0
2093,21.0
2094,17.0
2095,13.0
2096,14.0
2097,14.0
2098,14.0
2099,9.0
2100,14.0
2101,22.0
2102,17.0
2103,17.0
2104,18.0
2105,14.0
2106,11.0
2107,23.0
2108,9.0
2109,13.0
2110,13.0
2111,15.0
2112,12.0
2113,14.0
2114,11.0
2115,12.0
2116,16.0
2117,23.0
2118,20.0
2119,15.0
2120,14.0
2121,12.0
2122,16.0
2123,22.0
2124,18.0
2125,17.0
2126,14.0
2127,18.0
2128,17.0
2129,9.0
2130,13.0
2131,19.0
2132,10.0
2133,11.0
2134,18.0
2135,19.0
