,score
1676,0.0
1677,9.0
1678,8.0
1679,11.0
1680,17.0
1681,13.0
1682,9.0
1683,16.0
1684,13.0
1685,13.0
1686,15.0
1687,10.0
1688,15.0
1689,12.0
1690,13.0
1691,16.0
1692,12.0
1693,16.0
1694,13.0
1695,9.0
1696,17.0
1697,13.0
1698,9.0
1699,9.0
1700,6.0
1701,9.0
1702,23.0
1703,8.0
1704,11.0
1705,13.0
1706,9.0
1707,11.0
1708,10.0
1709,17.0
1710,10.0
1711,7.0
1712,15.0
1713,7.0
1714,11.0
1715,10.0
1716,6.0
1717,12.0
1718,12.0
1719,18.0
1720,16.0
1721,13.0
1722,14.0
1723,15.0
1724,10.0
1725,16.0
1726,19.0
1727,16.0
1728,16.0
1729,8.0
1730,16.0
1731,14.0
1732,14.0
1733,5.0
1734,12.0
1735,8.0
1736,14.0
1737,15.0
1738,14.0
1739,14.0
1740,13.0
1741,14.0
1742,8.0
1743,13.0
1744,13.0
1745,14.0
1746,14.0
1747,9.0
1748,14.0
1749,14.0
1750,11.0
1751,10.0
1752,11.0
1753,10.0
1754,12.0
1755,6.0
1756,18.0
1757,13.0
1758,15.0
1759,14.0
1760,9.0
1761,9.0
1762,12.0
1763,15.0
1764,11.0
1765,11.0
1766,19.0
1767,14.0
1768,10.0
1769,19.0
1770,18.0
1771,18.0
1772,13.0
1773,20.0
1774,8.0
1775,20.0
1776,21.0
1777,10.0
1778,13.0
1779,10.0
1780,20.0
1781,12.0
1782,13.0
1783,17.0
1784,18.0
1785,18.0
1786,8.0
1787,13.0
1788,10.0
1789,20.0
1790,19.0
1791,13.0
1792,8.0
1793,19.0
1794,21.0
1795,15.0
1796,11.0
1797,15.0
1798,13.0
1799,14.0
1800,9.0
1801,15.0
1802,13.0
1803,17.0
1804,16.0
1805,11.0
1806,12.0
1807,11.0
1808,14.0
1809,8.0
1810,16.0
1811,5.0
1812,12.0
1813,11.0
1814,13.0
1815,7.0
1816,5.0
1817,9.0
1818,12.0
1819,13.0
1820,10.0
1821,20.0
1822,9.0
1823,16.0
1824,7.0
1825,16.0
1826,9.0
1827,13.0
1828,12.0
1829,17.0
1830,10.0
1831,9.0
1832,9.0
1833,8.0
1834,10.0
1835,19.0
1836,8.0
1837,12.0
1838,8.0
1839,10.0
1840,15.0
1841,13.0
1842,16.0
1843,12.0
1844,7.0
1845,7.0
1846,10.0
1847,16.0
1848,8.0
1849,16.0
1850,4.0
1851,14.0
1852,1.0
1853,16.0
1854,8.0
1855,16.0
1856,10.0
1857,17.0
1858,15.0
1859,13.0
1860,12.0
1861,12.0
1862,16.0
1863,13.0
1864,12.0
1865,13.0
1866,7.0
1867,14.0
1868,6.0
1869,11.0
1870,9.0
1871,8.0
1872,16.0
1873,14.0
1874,11.0
1875,11.0
1876,13.0
1877,-1.0
1878,1.0
1879,6.0
1880,13.0
1881,16.0
1882,12.0
1883,12.0
1884,22.0
1885,7.0
1886,10.0
1887,10.0
1888,4.0
1889,11.0
1890,14.0
1891,1.0
1892,11.0
1893,22.0
1894,14.0
1895,0.0
1896,11.0
1897,10.0
1898,15.0
1899,3.0
1900,16.0
1901,8.0
1902,14.0
1903,15.0
1904,12.0
1905,13.0
1906,5.0
1907,3.0
1908,13.0
1909,7.0
1910,9.0
1911,8.0
1912,5.0
1913,14.0
1914,15.0
1915,14.0
1916,5.0
1917,17.0
1918,9.0
1919,16.0
1920,14.0
1921,16.0
1922,4.0
1923,11.0
1924,12.0
1925,10.0
1926,13.0
1927,12.0
1928,14.0
1929,4.0
1930,19.0
1931,11.0
1932,8.0
1933,16.0
1934,12.0
1935,9.0
1936,13.0
1937,13.0
1938,7.0
1939,11.0
1940,4.0
1941,6.0
1942,19.0
1943,11.0
1944,13.0
1945,9.0
1946,8.0
1947,13.0
1948,8.0
1949,6.0
1950,7.0
1951,8.0
1952,11.0
1953,8.0
1954,12.0
1955,10.0
1956,12.0
1957,7.0
1958,11.0
1959,12.0
1960,7.0
1961,6.0
1962,11.0
1963,5.0
1964,11.0
1965,16.0
1966,12.0
1967,13.0
1968,5.0
1969,12.0
1970,17.0
1971,6.0
1972,11.0
1973,4.0
1974,5.0
1975,15.0
1976,5.0
1977,13.0
1978,12.0
1979,9.0
1980,19.0
1981,11.0
1982,11.0
1983,7.0
1984,10.0
1985,6.0
1986,5.0
1987,9.0
1988,8.0
1989,11.0
1990,11.0
1991,14.0
1992,8.0
1993,18.0
1994,4.0
1995,12.0
1996,10.0
1997,8.0
1998,14.0
1999,2.0
2000,10.0
2001,11.0
2002,8.0
2003,15.0
2004,12.0
2005,13.0
2006,17.0
2007,12.0
2008,2.0
2009,7.0
2010,10.0
2011,8.0
2012,13.0
2013,8.0
2014,16.0
2015,14.0
2016,8.0
2017,0.0
2018,18.0
2019,13.0
2020,6.0
2021,6.0
2022,7.0
2023,13.0
2024,5.0
2025,14.0
2026,6.0
2027,7.0
2028,14.0
2029,15.0
2030,12.0
2031,9.0
2032,11.0
2033,11.0
2034,12.0
2035,0.0
2036,12.0
2037,13.0
2038,4.0
2039,14.0
2040,15.0
2041,7.0
2042,15.0
2043,16.0
2044,8.0
2045,5.0
2046,8.0
2047,8.0
2048,2.0
2049,3.0
2050,8.0
2051,14.0
2052,11.0
2053,5.0
2054,4.0
2055,20.0
2056,1.0
2057,6.0
2058,7.0
2059,11.0
2060,17.0
2061,4.0
2062,8.0
2063,15.0
