,score
2001,16.0
2002,17.0
2003,15.0
2004,19.0
2005,17.0
2006,16.0
2007,16.0
2008,14.0
2009,20.0
2010,17.0
2011,17.0
2012,16.0
2013,7.0
2014,16.0
2015,9.0
2016,18.0
2017,14.0
2018,17.0
2019,14.0
2020,14.0
2021,14.0
2022,9.0
2023,15.0
2024,16.0
2025,10.0
2026,10.0
2027,13.0
2028,11.0
2029,19.0
2030,16.0
2031,17.0
2032,15.0
2033,19.0
2034,18.0
2035,17.0
2036,16.0
2037,21.0
2038,14.0
2039,15.0
2040,14.0
2041,14.0
2042,13.0
2043,14.0
2044,15.0
2045,14.0
2046,11.0
2047,16.0
2048,16.0
2049,18.0
2050,21.0
2051,17.0
2052,16.0
2053,23.0
2054,16.0
2055,12.0
2056,16.0
2057,17.0
2058,20.0
2059,13.0
2060,12.0
2061,12.0
2062,18.0
2063,12.0
2064,10.0
2065,14.0
2066,14.0
2067,20.0
2068,9.0
2069,15.0
2070,22.0
2071,17.0
2072,14.0
2073,14.0
2074,19.0
2075,15.0
2076,20.0
2077,11.0
2078,18.0
2079,13.0
2080,16.0
2081,16.0
2082,19.0
2083,16.0
2084,18.0
2085,9.0
2086,9.0
2087,20.0
2088,16.0
2089,18.0
2090,20.0
2091,16.0
2092,16.0
2093,15.0
2094,16.0
2095,14.0
2096,15.0
2097,17.0
2098,15.0
2099,17.0
2100,10.0
2101,22.0
2102,14.0
2103,13.0
2104,13.0
2105,16.0
2106,12.0
2107,12.0
2108,15.0
2109,17.0
2110,10.0
2111,11.0
2112,15.0
2113,17.0
2114,14.0
2115,19.0
2116,13.0
2117,16.0
2118,10.0
2119,13.0
2120,16.0
2121,14.0
2122,20.0
2123,18.0
2124,19.0
2125,15.0
2126,15.0
2127,15.0
2128,15.0
2129,13.0
2130,15.0
2131,12.0
2132,1.0
2133,18.0
2134,13.0
2135,15.0
